ENSG00000000003	ENSGGOG00000010003
ENSG00000170113	ENSGGOG00000012394
ENSG00000170122	ENSGGOG00000003673
ENSG00000170142	ENSGGOG00000008393
ENSG00000170145	ENSGGOG00000010247
ENSG00000170153	ENSGGOG00000023601
ENSG00000170160	ENSGGOG00000009640
ENSG00000170162	ENSGGOG00000014045
ENSG00000170166	ENSGGOG00000042533
ENSG00000170175	ENSGGOG00000016388
ENSG00000170180	ENSGGOG00000015552
ENSG00000170185	ENSGGOG00000002044
ENSG00000170190	ENSGGOG00000024914
ENSG00000170191	ENSGGOG00000012837
ENSG00000170209	ENSGGOG00000003237
ENSG00000170214	ENSGGOG00000001969
ENSG00000170222	ENSGGOG00000009051
ENSG00000170231	ENSGGOG00000004642
ENSG00000170234	ENSGGOG00000001181
ENSG00000170236	ENSGGOG00000016014
ENSG00000170242	ENSGGOG00000009540
ENSG00000170260	ENSGGOG00000006463
ENSG00000170262	ENSGGOG00000000284
ENSG00000170264	ENSGGOG00000013942
ENSG00000170265	ENSGGOG00000043454
ENSG00000170266	ENSGGOG00000015782
ENSG00000170270	ENSGGOG00000023073
ENSG00000170271	ENSGGOG00000006063
ENSG00000170275	ENSGGOG00000015793
ENSG00000170279	ENSGGOG00000040188
ENSG00000170289	ENSGGOG00000010075
ENSG00000170290	ENSGGOG00000038063
ENSG00000170293	ENSGGOG00000006035
ENSG00000170298	ENSGGOG00000021951
ENSG00000170310	ENSGGOG00000006399
ENSG00000170312	ENSGGOG00000013311
ENSG00000170315	ENSGGOG00000001305
ENSG00000170322	ENSGGOG00000015346
ENSG00000170323	ENSGGOG00000007338
ENSG00000170324	ENSGGOG00000015076
ENSG00000170325	ENSGGOG00000015359
ENSG00000170340	ENSGGOG00000025266
ENSG00000170345	ENSGGOG00000000527
ENSG00000170348	ENSGGOG00000007453
ENSG00000170364	ENSGGOG00000004932
ENSG00000170365	ENSGGOG00000022121
ENSG00000170367	ENSGGOG00000016581
ENSG00000170369	ENSGGOG00000007675
ENSG00000170370	ENSGGOG00000016667
ENSG00000170373	ENSGGOG00000002786
ENSG00000170374	ENSGGOG00000015818
ENSG00000170379	ENSGGOG00000003586
ENSG00000170381	ENSGGOG00000025533
ENSG00000170382	ENSGGOG00000006404
ENSG00000170385	ENSGGOG00000026199
ENSG00000170390	ENSGGOG00000014019
ENSG00000170412	ENSGGOG00000003012
ENSG00000170417	ENSGGOG00000037042
ENSG00000170419	ENSGGOG00000009667
ENSG00000170421	ENSGGOG00000014673
ENSG00000170423	ENSGGOG00000003873
ENSG00000170425	ENSGGOG00000001644
ENSG00000170426	ENSGGOG00000008037
ENSG00000170430	ENSGGOG00000016674
ENSG00000170439	ENSGGOG00000008581
ENSG00000170448	ENSGGOG00000008489
ENSG00000170454	ENSGGOG00000002805
ENSG00000170456	ENSGGOG00000015036
ENSG00000170458	ENSGGOG00000010370
ENSG00000170464	ENSGGOG00000002755
ENSG00000170471	ENSGGOG00000005027
ENSG00000170473	ENSGGOG00000043246
ENSG00000170477	ENSGGOG00000038505
ENSG00000170482	ENSGGOG00000010690
ENSG00000170484	ENSGGOG00000003134
ENSG00000170485	ENSGGOG00000006420
ENSG00000170486	ENSGGOG00000003136
ENSG00000170498	ENSGGOG00000002282
ENSG00000170500	ENSGGOG00000004914
ENSG00000170502	ENSGGOG00000014777
ENSG00000170509	ENSGGOG00000002954
ENSG00000170515	ENSGGOG00000043173
ENSG00000170516	ENSGGOG00000026796
ENSG00000170522	ENSGGOG00000000221
ENSG00000170523	ENSGGOG00000002785
ENSG00000170525	ENSGGOG00000008683
ENSG00000170537	ENSGGOG00000027045
ENSG00000170540	ENSGGOG00000002902
ENSG00000170542	ENSGGOG00000038562
ENSG00000170545	ENSGGOG00000006815
ENSG00000170558	ENSGGOG00000012100
ENSG00000170561	ENSGGOG00000015712
ENSG00000170577	ENSGGOG00000008605
ENSG00000170579	ENSGGOG00000034891
ENSG00000170581	ENSGGOG00000006127
ENSG00000170584	ENSGGOG00000009933
ENSG00000170604	ENSGGOG00000023972
ENSG00000170606	ENSGGOG00000009655
ENSG00000170608	ENSGGOG00000003972
ENSG00000170613	ENSGGOG00000008998
ENSG00000170615	ENSGGOG00000000525
ENSG00000170624	ENSGGOG00000008121
ENSG00000170627	ENSGGOG00000016063
ENSG00000170631	ENSGGOG00000001192
ENSG00000170632	ENSGGOG00000001726
ENSG00000170633	ENSGGOG00000009889
ENSG00000170634	ENSGGOG00000011114
ENSG00000170638	ENSGGOG00000014397
ENSG00000170653	ENSGGOG00000015195
ENSG00000170677	ENSGGOG00000023191
ENSG00000170681	ENSGGOG00000009645
ENSG00000170684	ENSGGOG00000003398
ENSG00000170689	ENSGGOG00000036688
ENSG00000170703	ENSGGOG00000001947
ENSG00000170734	ENSGGOG00000043699
ENSG00000170743	ENSGGOG00000017135
ENSG00000170745	ENSGGOG00000000972
ENSG00000170748	ENSGGOG00000006168
ENSG00000170759	ENSGGOG00000013417
ENSG00000170775	ENSGGOG00000004389
ENSG00000170776	ENSGGOG00000000774
ENSG00000170777	ENSGGOG00000042302
ENSG00000170779	ENSGGOG00000011424
ENSG00000170782	ENSGGOG00000004605
ENSG00000170786	ENSGGOG00000004025
ENSG00000170788	ENSGGOG00000002717
ENSG00000170790	ENSGGOG00000016615
ENSG00000170791	ENSGGOG00000002029
ENSG00000170801	ENSGGOG00000005347
ENSG00000170802	ENSGGOG00000037794
ENSG00000170807	ENSGGOG00000004684
ENSG00000170819	ENSGGOG00000003994
ENSG00000170820	ENSGGOG00000014436
ENSG00000170832	ENSGGOG00000011515
ENSG00000170836	ENSGGOG00000009046
ENSG00000170837	ENSGGOG00000010203
ENSG00000170852	ENSGGOG00000003965
ENSG00000170854	ENSGGOG00000016225
ENSG00000170855	ENSGGOG00000023657
ENSG00000170860	ENSGGOG00000010006
ENSG00000170871	ENSGGOG00000015102
ENSG00000170873	ENSGGOG00000034997
ENSG00000170876	ENSGGOG00000016577
ENSG00000170881	ENSGGOG00000000693
ENSG00000170889	ENSGGOG00000027839
ENSG00000170890	ENSGGOG00000006680
ENSG00000170891	ENSGGOG00000006735
ENSG00000170892	ENSGGOG00000008197
ENSG00000170899	ENSGGOG00000005376
ENSG00000170903	ENSGGOG00000009947
ENSG00000170915	ENSGGOG00000038667
ENSG00000170917	ENSGGOG00000023860
ENSG00000170920	ENSGGOG00000006778
ENSG00000170921	ENSGGOG00000000737
ENSG00000170927	ENSGGOG00000010943
ENSG00000170935	ENSGGOG00000014581
ENSG00000170946	ENSGGOG00000022150
ENSG00000170948	ENSGGOG00000008272
ENSG00000170949	ENSGGOG00000014447
ENSG00000170950	ENSGGOG00000026767
ENSG00000170955	ENSGGOG00000009573
ENSG00000170959	ENSGGOG00000002435
ENSG00000170961	ENSGGOG00000040163
ENSG00000170962	ENSGGOG00000002102
ENSG00000170965	ENSGGOG00000013253
ENSG00000170967	ENSGGOG00000012736
ENSG00000170989	ENSGGOG00000028363
ENSG00000171004	ENSGGOG00000014140
ENSG00000171014	ENSGGOG00000014307
ENSG00000171016	ENSGGOG00000043463
ENSG00000171017	ENSGGOG00000024318
ENSG00000171033	ENSGGOG00000024164
ENSG00000171044	ENSGGOG00000009379
ENSG00000171045	ENSGGOG00000036935
ENSG00000171049	ENSGGOG00000005666
ENSG00000171051	ENSGGOG00000005259
ENSG00000171053	ENSGGOG00000003861
ENSG00000171054	ENSGGOG00000039516
ENSG00000171055	ENSGGOG00000012008
ENSG00000171056	ENSGGOG00000037173
ENSG00000171060	ENSGGOG00000010827
ENSG00000171067	ENSGGOG00000027226
ENSG00000171094	ENSGGOG00000004378
ENSG00000171097	ENSGGOG00000007427
ENSG00000171100	ENSGGOG00000012689
ENSG00000171103	ENSGGOG00000015954
ENSG00000171105	ENSGGOG00000013703
ENSG00000171109	ENSGGOG00000009357
ENSG00000171115	ENSGGOG00000025687
ENSG00000171119	ENSGGOG00000006255
ENSG00000171121	ENSGGOG00000003933
ENSG00000171124	ENSGGOG00000006272
ENSG00000171126	ENSGGOG00000039053
ENSG00000171132	ENSGGOG00000011965
ENSG00000171133	ENSGGOG00000005175
ENSG00000171135	ENSGGOG00000010191
ENSG00000171136	ENSGGOG00000042442
ENSG00000171148	ENSGGOG00000014281
ENSG00000171150	ENSGGOG00000008234
ENSG00000171155	ENSGGOG00000026235
ENSG00000171159	ENSGGOG00000025371
ENSG00000171160	ENSGGOG00000015242
ENSG00000171163	ENSGGOG00000009088
ENSG00000171169	ENSGGOG00000011178
ENSG00000171174	ENSGGOG00000011436
ENSG00000171180	ENSGGOG00000005314
ENSG00000171189	ENSGGOG00000003496
ENSG00000171195	ENSGGOG00000037020
ENSG00000171199	ENSGGOG00000011239
ENSG00000171201	ENSGGOG00000008905
ENSG00000171202	ENSGGOG00000027742
ENSG00000171204	ENSGGOG00000002136
ENSG00000171206	ENSGGOG00000003887
ENSG00000171208	ENSGGOG00000007529
ENSG00000171209	ENSGGOG00000006558
ENSG00000171217	ENSGGOG00000000295
ENSG00000171219	ENSGGOG00000000352
ENSG00000171222	ENSGGOG00000001678
ENSG00000171223	ENSGGOG00000005566
ENSG00000171224	ENSGGOG00000002190
ENSG00000171227	ENSGGOG00000010383
ENSG00000171234	ENSGGOG00000043597
ENSG00000171236	ENSGGOG00000028169
ENSG00000171241	ENSGGOG00000010926
ENSG00000171243	ENSGGOG00000009817
ENSG00000171246	ENSGGOG00000009709
ENSG00000171262	ENSGGOG00000026320
ENSG00000171291	ENSGGOG00000001134
ENSG00000171295	ENSGGOG00000001136
ENSG00000171298	ENSGGOG00000012906
ENSG00000171302	ENSGGOG00000002440
ENSG00000171303	ENSGGOG00000038547
ENSG00000171310	ENSGGOG00000016823
ENSG00000171311	ENSGGOG00000003099
ENSG00000171316	ENSGGOG00000012224
ENSG00000171320	ENSGGOG00000009689
ENSG00000171345	ENSGGOG00000016901
ENSG00000171346	ENSGGOG00000040448
ENSG00000171357	ENSGGOG00000025696
ENSG00000171360	ENSGGOG00000016860
ENSG00000171365	ENSGGOG00000016419
ENSG00000171368	ENSGGOG00000000348
ENSG00000171385	ENSGGOG00000015582
ENSG00000171388	ENSGGOG00000040354
ENSG00000171396	ENSGGOG00000042774
ENSG00000171401	ENSGGOG00000016882
ENSG00000171402	ENSGGOG00000027404
ENSG00000171403	ENSGGOG00000005324
ENSG00000171405	ENSGGOG00000007272
ENSG00000171408	ENSGGOG00000014471
ENSG00000171425	ENSGGOG00000015656
ENSG00000171428	ENSGGOG00000026127
ENSG00000171431	ENSGGOG00000004278
ENSG00000171433	ENSGGOG00000007330
ENSG00000171435	ENSGGOG00000009740
ENSG00000171443	ENSGGOG00000010748
ENSG00000171444	ENSGGOG00000001631
ENSG00000171446	ENSGGOG00000013291
ENSG00000171448	ENSGGOG00000015134
ENSG00000171450	ENSGGOG00000007771
ENSG00000171453	ENSGGOG00000010903
ENSG00000171456	ENSGGOG00000003328
ENSG00000171459	ENSGGOG00000005056
ENSG00000171462	ENSGGOG00000008606
ENSG00000171466	ENSGGOG00000003476
ENSG00000171467	ENSGGOG00000012851
ENSG00000171475	ENSGGOG00000004268
ENSG00000171476	ENSGGOG00000004631
ENSG00000171481	ENSGGOG00000013779
ENSG00000171487	ENSGGOG00000004662
ENSG00000171488	ENSGGOG00000023228
ENSG00000171490	ENSGGOG00000013463
ENSG00000171492	ENSGGOG00000025079
ENSG00000171495	ENSGGOG00000002203
ENSG00000171497	ENSGGOG00000012727
ENSG00000171502	ENSGGOG00000000424
ENSG00000171503	ENSGGOG00000025606
ENSG00000171505	ENSGGOG00000022170
ENSG00000171509	ENSGGOG00000013198
ENSG00000171517	ENSGGOG00000011067
ENSG00000171522	ENSGGOG00000007632
ENSG00000171532	ENSGGOG00000000493
ENSG00000171533	ENSGGOG00000005400
ENSG00000171540	ENSGGOG00000015687
ENSG00000171551	ENSGGOG00000005626
ENSG00000171552	ENSGGOG00000026245
ENSG00000171557	ENSGGOG00000011928
ENSG00000171561	ENSGGOG00000023922
ENSG00000171564	ENSGGOG00000014050
ENSG00000171566	ENSGGOG00000014469
ENSG00000171574	ENSGGOG00000038644
ENSG00000171587	ENSGGOG00000014691
ENSG00000171595	ENSGGOG00000000797
ENSG00000171596	ENSGGOG00000016234
ENSG00000171603	ENSGGOG00000012405
ENSG00000171604	ENSGGOG00000014181
ENSG00000171606	ENSGGOG00000004688
ENSG00000171608	ENSGGOG00000012386
ENSG00000171611	ENSGGOG00000001370
ENSG00000171612	ENSGGOG00000006766
ENSG00000171617	ENSGGOG00000003121
ENSG00000171621	ENSGGOG00000011575
ENSG00000171631	ENSGGOG00000008068
ENSG00000171634	ENSGGOG00000010341
ENSG00000171643	ENSGGOG00000025895
ENSG00000171649	ENSGGOG00000041163
ENSG00000171657	ENSGGOG00000003785
ENSG00000171680	ENSGGOG00000014640
ENSG00000171681	ENSGGOG00000011504
ENSG00000171695	ENSGGOG00000003871
ENSG00000171700	ENSGGOG00000003867
ENSG00000171703	ENSGGOG00000003862
ENSG00000171714	ENSGGOG00000016644
ENSG00000171720	ENSGGOG00000016365
ENSG00000171722	ENSGGOG00000013760
ENSG00000171723	ENSGGOG00000010213
ENSG00000171724	ENSGGOG00000009496
ENSG00000171729	ENSGGOG00000028096
ENSG00000171735	ENSGGOG00000003577
ENSG00000171747	ENSGGOG00000009152
ENSG00000171757	ENSGGOG00000027102
ENSG00000171759	ENSGGOG00000000928
ENSG00000171763	ENSGGOG00000028274
ENSG00000171766	ENSGGOG00000010939
ENSG00000171772	ENSGGOG00000003343
ENSG00000171773	ENSGGOG00000002347
ENSG00000171777	ENSGGOG00000004473
ENSG00000171786	ENSGGOG00000015736
ENSG00000171790	ENSGGOG00000017189
ENSG00000171791	ENSGGOG00000037403
ENSG00000171792	ENSGGOG00000002592
ENSG00000171793	ENSGGOG00000017188
ENSG00000171794	ENSGGOG00000012311
ENSG00000171798	ENSGGOG00000001091
ENSG00000171804	ENSGGOG00000000028
ENSG00000171806	ENSGGOG00000015904
ENSG00000171811	ENSGGOG00000016864
ENSG00000171812	ENSGGOG00000003772
ENSG00000171813	ENSGGOG00000016986
ENSG00000171817	ENSGGOG00000028183
ENSG00000171819	ENSGGOG00000010647
ENSG00000171823	ENSGGOG00000028531
ENSG00000171824	ENSGGOG00000010572
ENSG00000171827	ENSGGOG00000039279
ENSG00000171840	ENSGGOG00000002723
ENSG00000171843	ENSGGOG00000004505
ENSG00000171847	ENSGGOG00000013167
ENSG00000171848	ENSGGOG00000040108
ENSG00000171853	ENSGGOG00000005535
ENSG00000171855	ENSGGOG00000025576
ENSG00000171858	ENSGGOG00000039503
ENSG00000171860	ENSGGOG00000014899
ENSG00000171861	ENSGGOG00000015518
ENSG00000171862	ENSGGOG00000000893
ENSG00000171863	ENSGGOG00000023095
ENSG00000171864	ENSGGOG00000041952
ENSG00000171865	ENSGGOG00000034822
ENSG00000171867	ENSGGOG00000036480
ENSG00000171872	ENSGGOG00000026978
ENSG00000171873	ENSGGOG00000010672
ENSG00000171877	ENSGGOG00000017045
ENSG00000171885	ENSGGOG00000010474
ENSG00000171903	ENSGGOG00000003211
ENSG00000171914	ENSGGOG00000015139
ENSG00000171916	ENSGGOG00000009656
ENSG00000171940	ENSGGOG00000022817
ENSG00000171944	ENSGGOG00000012283
ENSG00000171953	ENSGGOG00000000491
ENSG00000171954	ENSGGOG00000010994
ENSG00000171956	ENSGGOG00000024062
ENSG00000171960	ENSGGOG00000022507
ENSG00000171962	ENSGGOG00000000489
ENSG00000171970	ENSGGOG00000006285
ENSG00000171984	ENSGGOG00000027511
ENSG00000171988	ENSGGOG00000015694
ENSG00000171989	ENSGGOG00000022172
ENSG00000171992	ENSGGOG00000016337
ENSG00000172000	ENSGGOG00000008748
ENSG00000172005	ENSGGOG00000006270
ENSG00000172006	ENSGGOG00000026098
ENSG00000172007	ENSGGOG00000040896
ENSG00000172009	ENSGGOG00000007922
ENSG00000172016	ENSGGOG00000011544
ENSG00000172020	ENSGGOG00000010216
ENSG00000172023	ENSGGOG00000003112
ENSG00000172031	ENSGGOG00000000116
ENSG00000172037	ENSGGOG00000014907
ENSG00000172046	ENSGGOG00000014895
ENSG00000172053	ENSGGOG00000014882
ENSG00000172057	ENSGGOG00000008292
ENSG00000172059	ENSGGOG00000012494
ENSG00000172061	ENSGGOG00000007329
ENSG00000172071	ENSGGOG00000011773
ENSG00000172073	ENSGGOG00000011767
ENSG00000172081	ENSGGOG00000011201
ENSG00000172086	ENSGGOG00000011851
ENSG00000172113	ENSGGOG00000042278
ENSG00000172115	ENSGGOG00000024588
ENSG00000172123	ENSGGOG00000001620
ENSG00000172137	ENSGGOG00000017027
ENSG00000172139	ENSGGOG00000001265
ENSG00000172146	ENSGGOG00000022344
ENSG00000172150	ENSGGOG00000022963
ENSG00000172154	ENSGGOG00000025358
ENSG00000172155	ENSGGOG00000003304
ENSG00000172159	ENSGGOG00000004546
ENSG00000172164	ENSGGOG00000009980
ENSG00000172167	ENSGGOG00000009870
ENSG00000172171	ENSGGOG00000025274
ENSG00000172172	ENSGGOG00000024629
ENSG00000172175	ENSGGOG00000023405
ENSG00000172179	ENSGGOG00000001363
ENSG00000172183	ENSGGOG00000010365
ENSG00000172197	ENSGGOG00000014382
ENSG00000172199	ENSGGOG00000009948
ENSG00000172209	ENSGGOG00000024246
ENSG00000172215	ENSGGOG00000004785
ENSG00000172216	ENSGGOG00000043045
ENSG00000172232	ENSGGOG00000000925
ENSG00000172238	ENSGGOG00000001096
ENSG00000172239	ENSGGOG00000022753
ENSG00000172243	ENSGGOG00000004490
ENSG00000172244	ENSGGOG00000003565
ENSG00000172260	ENSGGOG00000007438
ENSG00000172262	ENSGGOG00000002252
ENSG00000172264	ENSGGOG00000038859
ENSG00000172269	ENSGGOG00000008069
ENSG00000172270	ENSGGOG00000006872
ENSG00000172273	ENSGGOG00000008087
ENSG00000172289	ENSGGOG00000025802
ENSG00000172292	ENSGGOG00000038214
ENSG00000172296	ENSGGOG00000012576
ENSG00000172301	ENSGGOG00000007292
ENSG00000172315	ENSGGOG00000002063
ENSG00000172318	ENSGGOG00000008115
ENSG00000172320	ENSGGOG00000022979
ENSG00000172322	ENSGGOG00000043881
ENSG00000172324	ENSGGOG00000023012
ENSG00000172331	ENSGGOG00000007525
ENSG00000172336	ENSGGOG00000016492
ENSG00000172339	ENSGGOG00000004834
ENSG00000172340	ENSGGOG00000038911
ENSG00000172345	ENSGGOG00000005142
ENSG00000172346	ENSGGOG00000037916
ENSG00000172348	ENSGGOG00000004672
ENSG00000172349	ENSGGOG00000005128
ENSG00000172350	ENSGGOG00000012500
ENSG00000172354	ENSGGOG00000005805
ENSG00000172362	ENSGGOG00000037665
ENSG00000172365	ENSGGOG00000023583
ENSG00000172366	ENSGGOG00000013784
ENSG00000172375	ENSGGOG00000008078
ENSG00000172377	ENSGGOG00000025085
ENSG00000172379	ENSGGOG00000012245
ENSG00000172380	ENSGGOG00000042148
ENSG00000172382	ENSGGOG00000010521
ENSG00000172399	ENSGGOG00000010448
ENSG00000172403	ENSGGOG00000012942
ENSG00000172404	ENSGGOG00000003936
ENSG00000172409	ENSGGOG00000023006
ENSG00000172410	ENSGGOG00000027684
ENSG00000172421	ENSGGOG00000005442
ENSG00000172425	ENSGGOG00000000952
ENSG00000172426	ENSGGOG00000006299
ENSG00000172428	ENSGGOG00000005387
ENSG00000172432	ENSGGOG00000014744
ENSG00000172456	ENSGGOG00000036583
ENSG00000172461	ENSGGOG00000037409
ENSG00000172464	ENSGGOG00000028237
ENSG00000172465	ENSGGOG00000012344
ENSG00000172466	ENSGGOG00000041313
ENSG00000172469	ENSGGOG00000041243
ENSG00000172478	ENSGGOG00000004020
ENSG00000172482	ENSGGOG00000014690
ENSG00000172493	ENSGGOG00000008497
ENSG00000172497	ENSGGOG00000009718
ENSG00000172500	ENSGGOG00000010857
ENSG00000172508	ENSGGOG00000009995
ENSG00000172530	ENSGGOG00000001149
ENSG00000172531	ENSGGOG00000009981
ENSG00000172534	ENSGGOG00000009800
ENSG00000172543	ENSGGOG00000010850
ENSG00000172551	ENSGGOG00000016172
ENSG00000172554	ENSGGOG00000007493
ENSG00000172568	ENSGGOG00000012060
ENSG00000172572	ENSGGOG00000013706
ENSG00000172575	ENSGGOG00000002051
ENSG00000172578	ENSGGOG00000010394
ENSG00000172586	ENSGGOG00000006184
ENSG00000172590	ENSGGOG00000001649
ENSG00000172594	ENSGGOG00000011523
ENSG00000172602	ENSGGOG00000007068
ENSG00000172613	ENSGGOG00000009974
ENSG00000172638	ENSGGOG00000010836
ENSG00000172640	ENSGGOG00000008264
ENSG00000172663	ENSGGOG00000042077
ENSG00000172667	ENSGGOG00000009975
ENSG00000172671	ENSGGOG00000003542
ENSG00000172673	ENSGGOG00000015774
ENSG00000172680	ENSGGOG00000024676
ENSG00000172716	ENSGGOG00000034948
ENSG00000172717	ENSGGOG00000003117
ENSG00000172724	ENSGGOG00000002939
ENSG00000172725	ENSGGOG00000010013
ENSG00000172728	ENSGGOG00000028574
ENSG00000172731	ENSGGOG00000014113
ENSG00000172732	ENSGGOG00000010816
ENSG00000172733	ENSGGOG00000023416
ENSG00000172738	ENSGGOG00000004336
ENSG00000172742	ENSGGOG00000027826
ENSG00000172748	ENSGGOG00000038523
ENSG00000172757	ENSGGOG00000023183
ENSG00000172765	ENSGGOG00000003969
ENSG00000172766	ENSGGOG00000015823
ENSG00000172769	ENSGGOG00000043110
ENSG00000172771	ENSGGOG00000026446
ENSG00000172772	ENSGGOG00000003270
ENSG00000172775	ENSGGOG00000003938
ENSG00000172780	ENSGGOG00000027408
ENSG00000172782	ENSGGOG00000003310
ENSG00000172789	ENSGGOG00000001629
ENSG00000172794	ENSGGOG00000003279
ENSG00000172795	ENSGGOG00000014412
ENSG00000172803	ENSGGOG00000010801
ENSG00000172809	ENSGGOG00000000794
ENSG00000172817	ENSGGOG00000009662
ENSG00000172818	ENSGGOG00000008101
ENSG00000172819	ENSGGOG00000003215
ENSG00000172824	ENSGGOG00000008270
ENSG00000172828	ENSGGOG00000008262
ENSG00000172830	ENSGGOG00000011320
ENSG00000172840	ENSGGOG00000012328
ENSG00000172845	ENSGGOG00000011699
ENSG00000172867	ENSGGOG00000039891
ENSG00000172869	ENSGGOG00000016805
ENSG00000172878	ENSGGOG00000003691
ENSG00000172888	ENSGGOG00000041450
ENSG00000172889	ENSGGOG00000016820
ENSG00000172890	ENSGGOG00000006551
ENSG00000172893	ENSGGOG00000006547
ENSG00000172901	ENSGGOG00000007311
ENSG00000172915	ENSGGOG00000011724
ENSG00000172927	ENSGGOG00000014636
ENSG00000172932	ENSGGOG00000011308
ENSG00000172935	ENSGGOG00000005578
ENSG00000172938	ENSGGOG00000027003
ENSG00000172940	ENSGGOG00000010536
ENSG00000172943	ENSGGOG00000014703
ENSG00000172954	ENSGGOG00000039898
ENSG00000172955	ENSGGOG00000001080
ENSG00000172969	ENSGGOG00000026678
ENSG00000172977	ENSGGOG00000003283
ENSG00000172985	ENSGGOG00000034870
ENSG00000172986	ENSGGOG00000005057
ENSG00000172987	ENSGGOG00000013772
ENSG00000172992	ENSGGOG00000009568
ENSG00000172995	ENSGGOG00000009337
ENSG00000173011	ENSGGOG00000016386
ENSG00000173020	ENSGGOG00000011297
ENSG00000173039	ENSGGOG00000011810
ENSG00000173040	ENSGGOG00000013705
ENSG00000173065	ENSGGOG00000016763
ENSG00000173068	ENSGGOG00000004532
ENSG00000173080	ENSGGOG00000034869
ENSG00000173083	ENSGGOG00000002800
ENSG00000173085	ENSGGOG00000003610
ENSG00000173093	ENSGGOG00000004863
ENSG00000173113	ENSGGOG00000001334
ENSG00000173114	ENSGGOG00000026541
ENSG00000173120	ENSGGOG00000001636
ENSG00000173124	ENSGGOG00000002283
ENSG00000173137	ENSGGOG00000016170
ENSG00000173141	ENSGGOG00000014501
ENSG00000173145	ENSGGOG00000014038
ENSG00000173153	ENSGGOG00000001333
ENSG00000173156	ENSGGOG00000014974
ENSG00000173157	ENSGGOG00000002541
ENSG00000173163	ENSGGOG00000007602
ENSG00000173166	ENSGGOG00000016399
ENSG00000173171	ENSGGOG00000009334
ENSG00000173175	ENSGGOG00000025276
ENSG00000173193	ENSGGOG00000001623
ENSG00000173198	ENSGGOG00000003276
ENSG00000173200	ENSGGOG00000025733
ENSG00000173207	ENSGGOG00000043203
ENSG00000173208	ENSGGOG00000009463
ENSG00000173210	ENSGGOG00000005384
ENSG00000173212	ENSGGOG00000002308
ENSG00000173213	ENSGGOG00000008143
ENSG00000173214	ENSGGOG00000008827
ENSG00000173218	ENSGGOG00000026844
ENSG00000173221	ENSGGOG00000009175
ENSG00000173226	ENSGGOG00000028124
ENSG00000173227	ENSGGOG00000014969
ENSG00000173230	ENSGGOG00000010257
ENSG00000173237	ENSGGOG00000039309
ENSG00000173239	ENSGGOG00000007315
ENSG00000173250	ENSGGOG00000012302
ENSG00000173253	ENSGGOG00000025101
ENSG00000173258	ENSGGOG00000011455
ENSG00000173261	ENSGGOG00000008260
ENSG00000173262	ENSGGOG00000016813
ENSG00000173264	ENSGGOG00000012259
ENSG00000173267	ENSGGOG00000009093
ENSG00000173269	ENSGGOG00000009082
ENSG00000173272	ENSGGOG00000013270
ENSG00000173273	ENSGGOG00000011691
ENSG00000173275	ENSGGOG00000000032
ENSG00000173281	ENSGGOG00000040069
ENSG00000173302	ENSGGOG00000005680
ENSG00000173320	ENSGGOG00000013917
ENSG00000173327	ENSGGOG00000011775
ENSG00000173334	ENSGGOG00000005304
ENSG00000173335	ENSGGOG00000009518
ENSG00000173338	ENSGGOG00000011766
ENSG00000173349	ENSGGOG00000042704
ENSG00000173372	ENSGGOG00000010034
ENSG00000173376	ENSGGOG00000008613
ENSG00000173389	ENSGGOG00000012462
ENSG00000173391	ENSGGOG00000013210
ENSG00000173401	ENSGGOG00000001021
ENSG00000173402	ENSGGOG00000011890
ENSG00000173406	ENSGGOG00000024836
ENSG00000173409	ENSGGOG00000028598
ENSG00000173418	ENSGGOG00000004247
ENSG00000173421	ENSGGOG00000000568
ENSG00000173436	ENSGGOG00000007347
ENSG00000173442	ENSGGOG00000011754
ENSG00000173451	ENSGGOG00000036967
ENSG00000173452	ENSGGOG00000005711
ENSG00000173456	ENSGGOG00000010369
ENSG00000173464	ENSGGOG00000041583
ENSG00000173465	ENSGGOG00000011746
ENSG00000173467	ENSGGOG00000003470
ENSG00000173473	ENSGGOG00000016758
ENSG00000173482	ENSGGOG00000003702
ENSG00000173486	ENSGGOG00000012201
ENSG00000173511	ENSGGOG00000012193
ENSG00000173517	ENSGGOG00000000730
ENSG00000173530	ENSGGOG00000008019
ENSG00000173531	ENSGGOG00000010588
ENSG00000173535	ENSGGOG00000037003
ENSG00000173540	ENSGGOG00000010628
ENSG00000173542	ENSGGOG00000003358
ENSG00000173545	ENSGGOG00000009831
ENSG00000173546	ENSGGOG00000015661
ENSG00000173548	ENSGGOG00000015978
ENSG00000173557	ENSGGOG00000010712
ENSG00000173559	ENSGGOG00000036855
ENSG00000173567	ENSGGOG00000011154
ENSG00000173572	ENSGGOG00000008273
ENSG00000173575	ENSGGOG00000015677
ENSG00000173578	ENSGGOG00000028177
ENSG00000173581	ENSGGOG00000015660
ENSG00000173585	ENSGGOG00000004775
ENSG00000173588	ENSGGOG00000026256
ENSG00000173597	ENSGGOG00000006204
ENSG00000173599	ENSGGOG00000014481
ENSG00000173610	ENSGGOG00000015015
ENSG00000173611	ENSGGOG00000034880
ENSG00000173612	ENSGGOG00000001199
ENSG00000173614	ENSGGOG00000009086
ENSG00000173621	ENSGGOG00000014503
ENSG00000173626	ENSGGOG00000036719
ENSG00000173627	ENSGGOG00000042217
ENSG00000173638	ENSGGOG00000011734
